Ticker,Filing Date,Items
PNFP,4/20/2021,"2.02, 9.01"
PNFP,4/21/2021,"5.02, 5.07, 9.01"
PNFP,7/20/2021,"2.02, 9.01"
PNFP,10/12/2021,"2.02, 9.01"
PNFP,1/18/2022,"2.02, 9.01"
PNFP,1/21/2022,"5.02, 9.01"
PNFP,2/25/2022,"5.02, 9.01"
PNFP,4/19/2022,"2.02, 9.01"
PNFP,4/22/2022,5.07
PNFP,5/16/2022,5.02
PNFP,7/19/2022,"2.02, 9.01"
PNFP,10/18/2022,"2.02, 9.01"
PNFP,10/24/2022,"5.03, 9.01"
PNM,1/10/2020,"1.01, 7.01, 8.01, 9.01"
PNM,1/22/2020,5.02
PNM,1/30/2020,"7.01, 8.01, 9.01"
PNM,2/26/2020,5.02
PNM,2/28/2020,"2.02, 9.01"
PNM,3/18/2020,7.01
PNM,3/30/2020,"7.01, 8.01, 9.01"
PNM,4/13/2020,"2.02, 9.01"
PNM,4/15/2020,"8.01, 9.01"
PNM,4/17/2020,"1.01, 1.02, 2.03, 9.01"
PNM,4/24/2020,"1.01, 2.03, 9.01"
PNM,5/1/2020,"2.02, 9.01"
PNM,5/14/2020,5.07
PNM,6/11/2020,"7.01, 8.01, 9.01"
PNM,7/15/2020,"1.01, 2.03, 9.01"
PNM,7/31/2020,"2.02, 9.01"
PNM,10/21/2020,"1.01, 2.03, 2.04, 5.02, 8.01, 9.01"
PNM,10/28/2020,"1.01, 2.03, 2.04, 9.01"
PNM,10/30/2020,"2.02, 9.01"
PNM,11/2/2020,"8.01, 9.01"
PNM,11/25/2020,"1.01, 2.03, 9.01"
PNM,12/4/2020,5.02
PNM,12/16/2020,8.01
PNM,12/22/2020,"1.01, 1.02, 2.03, 9.01"
PNM,2/16/2021,"5.07, 8.01, 9.01"
PNM,2/26/2021,"2.02, 9.01"
PNM,3/5/2021,5.02
PNM,4/30/2021,"2.02, 9.01"
PNM,5/13/2021,5.07
PNM,5/18/2021,"1.01, 1.02, 2.03, 9.01"
PNM,6/21/2021,"1.01, 2.03, 9.01"
PNM,7/14/2021,"1.01, 2.03, 9.01"
PNM,7/30/2021,"2.02, 9.01"
PNM,8/16/2021,"1.01, 2.03, 9.01"
PNM,9/23/2021,"1.01, 2.03, 9.01"
PNM,10/29/2021,"2.02, 9.01"
PNM,12/3/2021,2.03
PNM,12/10/2021,8.01
PNM,1/3/2022,"1.01, 8.01, 9.01"
PNM,2/3/2022,"2.02, 9.01"
PNM,3/1/2022,5.02
PNM,3/11/2022,"1.01, 2.03, 9.01"
PNM,3/22/2022,5.02
PNM,4/28/2022,"2.02, 9.01"
PNM,5/11/2022,5.07
PNM,5/16/2022,"1.01, 2.03, 9.01"
PNM,5/19/2022,5.02
PNM,5/24/2022,"1.01, 2.03, 9.01"
PNM,6/30/2022,"7.01, 8.01, 9.01"
PNM,7/21/2022,5.02
PNM,7/28/2022,"1.01, 2.03, 9.01"
PNM,8/4/2022,"2.02, 9.01"
PNM,8/5/2022,"1.01, 2.03, 9.01"
PNM,9/6/2022,"7.01, 8.01"
PNM,11/4/2022,"2.02, 9.01"
PNM,11/10/2022,"1.01, 2.02, 9.01"
POR,2/14/2020,"2.02, 7.01, 9.01"
POR,3/12/2020,"8.01, 9.01"
POR,4/6/2020,"7.01, 8.01"
POR,4/24/2020,"2.02, 7.01, 9.01"
POR,4/28/2020,"1.01, 2.03, 9.01"
POR,7/31/2020,"2.02, 7.01, 9.01"
POR,8/24/2020,"7.01, 9.01"
POR,9/2/2020,"7.01, 9.01"
POR,10/30/2020,"2.02, 7.01, 9.01"
POR,12/11/2020,"1.01, 2.03, 9.01"
POR,12/18/2020,"7.01, 9.01"
POR,2/19/2021,"2.02, 7.01, 9.01"
POR,4/30/2021,"2.02, 7.01, 9.01"
POR,6/3/2021,8.01
POR,6/16/2021,8.01
POR,7/9/2021,8.01
POR,7/19/2021,7.01
POR,7/30/2021,"2.02, 7.01, 9.01"
POR,9/14/2021,"1.01, 2.03, 9.01"
POR,10/1/2021,"1.01, 2.03, 9.01"
POR,10/29/2021,"2.02, 7.01, 9.01"
POR,12/21/2021,8.01
POR,1/18/2022,8.01
POR,2/17/2022,"2.02, 7.01, 9.01"
POR,4/4/2022,"7.01, 9.01"
POR,4/28/2022,"2.02, 7.01, 9.01"
POR,5/11/2022,8.01
POR,7/28/2022,"2.02, 7.01, 9.01"
POR,8/2/2022,"8.01, 9.01"
POR,9/14/2022,"1.01, 2.03, 9.01"
POR,10/25/2022,"2.02, 7.01, 9.01"
POR,10/28/2022,"8.01, 9.01"
POR,12/1/2022,"1.01, 2.03, 9.01"
PPBI,1/16/2018,8.01
PPBI,1/30/2018,"2.02, 9.01"
PPBI,2/2/2018,7.01
PPBI,2/8/2018,7.01
PPBI,2/16/2018,"7.01, 8.01"
PPBI,3/5/2018,"7.01, 8.01"
PPBI,3/13/2018,8.01
PPBI,3/26/2018,"7.01, 8.01"
PPBI,3/28/2018,5.02
PPBI,5/1/2018,"2.02, 8.01, 9.01"
PPBI,5/4/2018,"7.01, 8.01"
PPBI,5/9/2018,"7.01, 8.01"
PPBI,5/22/2018,"5.07, 7.01, 9.01"
PPBI,6/13/2018,"7.01, 9.01"
PPBI,7/2/2018,"2.01, 7.01"
PPBI,7/24/2018,"2.02, 9.01"
PPBI,7/27/2018,7.01
PPBI,7/31/2018,7.01
PPBI,9/5/2018,7.01
PPBI,9/6/2018,5.02
PPBI,10/23/2018,"2.02, 9.01"
PPBI,10/26/2018,"7.01, 8.01"
PPBI,10/29/2018,7.01
PPBI,10/30/2018,7.01
PPBI,11/8/2018,7.01
PPBI,12/4/2018,5.02
PPBI,1/29/2019,"2.02, 8.01, 9.01"
PPBI,2/4/2019,7.01
PPBI,2/14/2019,7.01
PPBI,3/29/2019,5.02
PPBI,4/23/2019,"2.02, 9.01"
PPBI,4/29/2019,7.01
PPBI,5/7/2019,7.01
PPBI,5/21/2019,5.07
PPBI,5/28/2019,"5.02, 7.01"
PPBI,7/23/2019,"2.02, 9.01"
PPBI,7/26/2019,7.01
PPBI,7/30/2019,7.01
PPBI,9/3/2019,7.01
PPBI,10/22/2019,"2.02, 9.01"
PPBI,10/25/2019,"7.01, 9.01"
PPBI,11/7/2019,"7.01, 9.01"
PPBI,12/3/2019,"7.01, 8.01, 9.01"
PPBI,1/23/2020,"2.02, 9.01"
PPBI,1/28/2020,"7.01, 9.01"
PPBI,2/3/2020,8.01
PPBI,2/7/2020,"7.01, 8.01, 9.01"
PPBI,2/12/2020,"7.01, 8.01, 9.01"
PPBI,2/25/2020,"7.01, 8.01, 9.01"
PPBI,3/12/2020,"7.01, 8.01, 9.01"
PPBI,4/3/2020,7.01
PPBI,4/28/2020,"2.02, 8.01, 9.01"
PPBI,5/5/2020,"7.01, 9.01"
PPBI,5/6/2020,"5.07, 7.01"
PPBI,5/19/2020,5.07
PPBI,6/22/2020,"7.01, 9.01"
PPBI,7/27/2020,"2.02, 8.01, 9.01"
PPBI,7/31/2020,"7.01, 9.01"
PPBI,8/3/2020,"7.01, 9.01"
PPBI,8/25/2020,"7.01, 9.01"
PPBI,9/9/2020,"7.01, 9.01"
PPBI,10/8/2020,5.02
PPBI,10/27/2020,"2.02, 9.01"
PPBI,11/2/2020,"7.01, 9.01"
PPBI,11/17/2020,"7.01, 9.01"
PPBI,1/12/2021,"7.01, 8.01, 9.01"
PPBI,1/26/2021,"2.02, 9.01"
PPBI,1/29/2021,"7.01, 9.01"
PPBI,2/10/2021,"7.01, 9.01"
PPBI,2/24/2021,"7.01, 9.01"
PPBI,3/2/2021,"7.01, 9.01"
PPBI,3/25/2021,"7.01, 9.01"
PPBI,4/27/2021,"2.02, 9.01"
PPBI,4/30/2021,"7.01, 9.01"
PPBI,5/5/2021,"7.01, 9.01"
PPBI,5/19/2021,5.07
PPBI,7/27/2021,"2.02, 9.01"
PPBI,7/30/2021,"7.01, 9.01"
PPBI,8/17/2021,"5.02, 7.01"
PPBI,9/7/2021,"7.01, 9.01"
PPBI,10/5/2021,7.01
PPBI,10/21/2021,"2.02, 9.01"
PPBI,10/25/2021,"7.01, 9.01"
PPBI,11/30/2021,"7.01, 9.01"
PPBI,12/13/2021,"7.01, 9.01"
PPBI,1/20/2022,"2.02, 9.01"
PPBI,1/25/2022,"7.01, 9.01"
PPBI,2/1/2022,"7.01, 9.01"
PPBI,2/17/2022,"7.01, 9.01"
PPBI,3/7/2022,"7.01, 9.01"
PPBI,3/21/2022,4.01
PPBI,3/30/2022,"5.02, 5.05, 7.01"
PPBI,4/26/2022,"2.02, 9.01"
PPBI,4/29/2022,"7.01, 9.01"
PPBI,5/24/2022,5.02
PPBI,7/21/2022,"2.02, 9.01"
PPBI,7/25/2022,"7.01, 9.01"
PPBI,8/1/2022,"5.02, 7.01, 9.01"
PPBI,8/16/2022,"7.01, 9.01"
PPBI,9/7/2022,"7.01, 9.01"
PPBI,10/20/2022,"2.02, 9.01"
PPBI,10/24/2022,"7.01, 9.01"
PPBI,12/5/2022,"7.01, 9.01"
PPC,2/21/2020,"2.02, 9.01"
PPC,2/21/2020,"7.01, 9.01"
PPC,4/30/2020,"7.01, 9.01"
PPC,4/30/2020,"2.02, 9.01"
PPC,6/9/2020,"8.01, 9.01"
PPC,6/15/2020,"5.02, 9.01"
PPC,7/30/2020,"2.02, 9.01"
PPC,7/30/2020,"7.01, 9.01"
PPC,9/23/2020,5.02
PPC,10/14/2020,"8.01, 9.01"
PPC,10/29/2020,"2.02, 9.01"
PPC,10/29/2020,"7.01, 9.01"
PPC,1/11/2021,"8.01, 9.01"
PPC,2/11/2021,"7.01, 9.01"
PPC,2/11/2021,"2.02, 9.01"
PPC,2/17/2021,"5.02, 9.01"
PPC,3/26/2021,5.02
PPC,4/9/2021,"1.01, 2.03, 7.01, 9.01"
PPC,4/29/2021,"2.02, 9.01"
PPC,4/29/2021,"7.01, 9.01"
PPC,5/3/2021,"2.02, 5.03, 5.07, 9.01"
PPC,6/2/2021,"8.01, 9.01"
PPC,6/21/2021,"7.01, 9.01"
PPC,6/23/2021,1.01
PPC,7/29/2021,"2.02, 9.01"
PPC,7/29/2021,"7.01, 9.01"
PPC,8/11/2021,"1.01, 2.03, 9.01"
PPC,8/16/2021,"8.01, 9.01"
PPC,9/2/2021,"1.01, 2.03, 7.01, 9.01"
PPC,9/20/2021,"8.01, 9.01"
PPC,9/28/2021,"7.01, 9.01"
PPC,10/28/2021,"7.01, 9.01"
PPC,10/28/2021,"2.02, 9.01"
PPC,2/10/2022,"2.02, 9.01"
PPC,2/10/2022,"7.01, 9.01"
PPC,2/18/2022,"8.01, 9.01"
PPC,3/9/2022,8.01
PPC,3/28/2022,"5.02, 9.01"
PPC,4/28/2022,"7.01, 9.01"
PPC,4/28/2022,"2.02, 9.01"
PPC,5/2/2022,5.07
PPC,7/28/2022,"7.01, 9.01"
PPC,7/28/2022,"2.02, 9.01"
PPC,9/15/2022,"7.01, 9.01"
PPC,9/26/2022,"1.01, 3.03, 7.01, 9.01"
PPC,10/27/2022,"7.01, 9.01"
PPC,10/27/2022,"2.02, 9.01"
PRA,1/17/2018,"5.02, 7.01, 9.01"
PRA,2/21/2018,2.02
PRA,3/7/2018,"7.01, 8.01, 9.01"
PRA,4/13/2018,8.01
PRA,5/3/2018,2.02
PRA,5/23/2018,"5.02, 5.07, 7.01, 8.01, 9.01"
PRA,7/17/2018,"7.01, 9.01"
PRA,7/25/2018,"5.02, 7.01, 9.01"
PRA,8/7/2018,2.02
PRA,11/6/2018,2.02
PRA,11/28/2018,"7.01, 8.01, 9.01"
PRA,12/3/2018,"5.02, 7.01, 9.01"
PRA,2/4/2019,2.02
PRA,2/21/2019,2.02
PRA,3/6/2019,"7.01, 8.01, 9.01"
PRA,4/4/2019,"7.01, 9.01"
PRA,4/12/2019,8.01
PRA,4/25/2019,7.01
PRA,4/25/2019,"2.02, 9.01"
PRA,4/26/2019,7.01
PRA,5/22/2019,"5.02, 5.07, 7.01, 8.01, 9.01"
PRA,7/1/2019,"5.02, 7.01, 9.01"
PRA,7/16/2019,"7.01, 9.01"
PRA,8/7/2019,2.02
PRA,9/4/2019,"7.01, 8.01, 9.01"
PRA,11/5/2019,2.02
PRA,11/8/2019,"1.01, 2.03"
PRA,11/13/2019,7.01
PRA,12/10/2019,"7.01, 8.01, 9.01"
PRA,1/22/2020,7.01
PRA,2/20/2020,2.02
PRA,2/21/2020,1.01
PRA,2/21/2020,7.01
PRA,3/4/2020,"7.01, 8.01, 9.01"
PRA,5/7/2020,2.02
PRA,5/19/2020,7.01
PRA,5/20/2020,"5.02, 5.07"
PRA,8/10/2020,2.02
PRA,8/12/2020,8.01
PRA,9/2/2020,"7.01, 8.01"
PRA,9/3/2020,7.01
PRA,11/5/2020,2.02
PRA,11/9/2020,7.01
PRA,12/2/2020,"7.01, 8.01"
PRA,2/22/2021,2.02
PRA,3/1/2021,7.01
PRA,3/3/2021,"7.01, 8.01"
PRA,3/4/2021,7.01
PRA,4/23/2021,"1.01, 2.03"
PRA,5/5/2021,2.02
PRA,5/6/2021,2.01
PRA,5/13/2021,5.02
PRA,5/25/2021,"5.02, 5.07, 8.01"
PRA,6/11/2021,7.01
PRA,8/5/2021,2.02
PRA,8/17/2021,7.01
PRA,9/1/2021,"7.01, 8.01"
PRA,11/8/2021,2.02
PRA,11/18/2021,7.01
PRA,12/1/2021,"7.01, 8.01"
PRA,2/22/2022,2.02
PRA,2/25/2022,7.01
PRA,3/2/2022,"7.01, 8.01"
PRA,4/11/2022,5.02
PRA,5/9/2022,2.02
PRA,5/20/2022,7.01
PRA,5/25/2022,"5.02, 5.07, 7.01, 8.01"
PRA,8/8/2022,2.02
PRA,9/8/2022,"7.01, 8.01"
PRA,9/9/2022,7.01
PRA,11/8/2022,2.02
PRA,11/14/2022,7.01
PRA,11/30/2022,"7.01, 8.01"
PRAA,1/2/2018,"5.02, 9.01"
PRAA,1/26/2018,1.01
PRAA,2/27/2018,"2.02, 7.01, 9.01"
PRAA,6/8/2018,5.02
PRAA,6/26/2018,5.07
PRAA,10/2/2018,"8.01, 9.01"
PRAA,10/9/2018,"1.01, 2.03, 9.01"
PRAA,1/8/2019,"5.02, 9.01"
PRAA,3/29/2019,1.01
PRAA,6/19/2019,5.07
PRAA,3/31/2020,"1.01, 9.01"
PRAA,6/9/2020,"7.01, 9.01"
PRAA,6/17/2020,"5.02, 5.03, 5.07, 9.01"
PRAA,7/1/2020,"5.02, 9.01"
PRAA,8/11/2020,"7.01, 8.01, 9.01"
PRAA,8/17/2020,"8.01, 9.01"
PRAA,12/23/2020,"5.02, 9.01"
PRAA,2/24/2021,"5.02, 9.01"
PRAA,5/6/2021,"2.02, 7.01, 9.01"
PRAA,6/14/2021,"5.02, 5.07, 9.01"
PRAA,8/2/2021,"1.01, 2.03, 7.01, 8.01, 9.01"
PRAA,8/5/2021,"2.02, 7.01, 9.01"
PRAA,9/15/2021,"8.01, 9.01"
PRAA,9/17/2021,"8.01, 9.01"
PRAA,11/1/2021,"8.01, 9.01"
PRAA,11/8/2021,"2.02, 7.01, 9.01"
PRAA,11/18/2021,"4.01, 9.01"
PRAA,2/28/2022,"2.02, 7.01, 9.01"
PRAA,4/4/2022,"1.01, 2.03, 7.01, 9.01"
PRAA,5/9/2022,"2.02, 7.01, 9.01"
PRAA,6/10/2022,5.07
PRAA,8/8/2022,"2.02, 7.01, 9.01"
PRAA,9/14/2022,"7.01, 9.01"
PRAA,11/3/2022,"2.02, 7.01, 9.01"
PRAA,11/28/2022,"1.01, 1.02, 2.03, 7.01, 9.01"
PRFT,5/24/2018,5.07
PRFT,7/16/2018,7.01
PRFT,8/2/2018,2.02
PRFT,9/4/2018,8.01
PRFT,9/6/2018,8.01
PRFT,9/11/2018,1.01
PRFT,10/29/2018,7.01
PRFT,11/1/2018,2.02
PRFT,2/26/2019,2.02
PRFT,5/2/2019,2.02
PRFT,5/13/2019,7.01
PRFT,5/22/2019,7.01
PRFT,5/30/2019,5.07
PRFT,8/1/2019,2.02
PRFT,11/7/2019,2.02
PRFT,1/6/2020,7.01
PRFT,2/25/2020,2.02
PRFT,3/23/2020,7.01
PRFT,5/7/2020,2.02
PRFT,5/22/2020,5.07
PRFT,6/17/2020,"1.01, 2.01"
PRFT,7/30/2020,"2.02, 5.02"
PRFT,8/10/2020,8.01
PRFT,8/12/2020,8.01
PRFT,8/18/2020,1.01
PRFT,10/29/2020,2.02
PRFT,2/25/2021,2.02
PRFT,4/29/2021,2.02
PRFT,5/26/2021,5.07
PRFT,7/29/2021,2.02
PRFT,9/8/2021,7.01
PRFT,10/15/2021,"1.01, 9.01"
PRFT,10/28/2021,2.02
PRFT,11/3/2021,8.01
PRFT,11/5/2021,8.01
PRFT,11/10/2021,1.01
PRFT,2/24/2022,2.02
PRFT,4/28/2022,2.02
PRFT,5/25/2022,5.07
PRFT,8/4/2022,2.02
PRFT,9/7/2022,7.01
PRFT,10/11/2022,7.01
PRFT,10/27/2022,2.02
PRG,10/29/2020,2.02
PRG,12/4/2020,"2.01, 7.01, 9.01"
PRG,2/25/2021,2.02
PRG,4/29/2021,2.02
PRG,6/28/2021,5.07
PRG,7/29/2021,2.02
PRG,9/10/2021,5.02
PRG,2/23/2022,7.01
PRG,2/23/2022,2.02
PRG,4/20/2022,"5.02, 7.01"
PRG,4/27/2022,2.02
PRG,5/26/2022,5.07
PRG,6/16/2022,7.01
PRG,7/27/2022,2.02
PRG,8/26/2022,7.01
PRG,10/26/2022,2.02
PRG,11/14/2022,5.02
PRGO,1/14/2020,"2.02, 9.01"
PRGO,2/7/2020,"5.02, 8.01"
PRGO,2/27/2020,"2.02, 9.01"
PRGO,4/7/2020,"2.02, 8.01, 9.01"
PRGO,4/9/2020,5.02
PRGO,4/30/2020,"2.02, 9.01"
PRGO,5/8/2020,5.07
PRGO,6/19/2020,"1.01, 2.03, 8.01, 9.01"
PRGO,6/24/2020,5.02
PRGO,8/5/2020,"2.02, 9.01"
PRGO,11/4/2020,"2.02, 9.01"
PRGO,12/15/2020,5.02
PRGO,2/3/2021,"8.01, 9.01"
PRGO,3/1/2021,"2.02, 9.01"
PRGO,3/2/2021,"1.01, 9.01"
PRGO,5/11/2021,"2.02, 9.01"
PRGO,5/14/2021,5.07
PRGO,7/12/2021,"1.01, 2.01, 9.01"
PRGO,7/13/2021,7.01
PRGO,8/11/2021,"2.02, 9.01"
PRGO,8/30/2021,8.01
PRGO,9/8/2021,"7.01, 9.01"
PRGO,9/9/2021,"1.01, 9.01"
PRGO,9/29/2021,8.01
PRGO,10/8/2021,"5.02, 8.01"
PRGO,10/21/2021,"1.01, 9.01"
PRGO,11/8/2021,5.02
PRGO,11/10/2021,"2.02, 9.01"
PRGO,11/22/2021,8.01
PRGO,12/9/2021,"1.01, 9.01"
PRGO,3/1/2022,"2.02, 9.01"
PRGO,3/24/2022,5.02
PRGO,3/28/2022,"7.01, 8.01, 9.01"
PRGO,4/4/2022,"8.01, 9.01"
PRGO,4/20/2022,"1.01, 1.02, 2.03, 8.01, 9.01"
PRGO,4/28/2022,"7.01, 9.01"
PRGO,5/2/2022,"2.01, 7.01, 9.01"
PRGO,5/11/2022,"5.02, 7.01, 9.01"
PRGO,7/14/2022,5.02
PRGO,8/9/2022,"2.02, 9.01"
PRGO,11/8/2022,"2.02, 9.01"
PRGS,1/10/2018,"2.02, 9.01"
PRGS,2/20/2018,"5.02, 7.01, 9.01"
PRGS,3/6/2018,8.01
PRGS,3/28/2018,"2.02, 9.01"
PRGS,4/16/2018,5.02
PRGS,5/17/2018,5.07
PRGS,6/27/2018,"2.02, 9.01"
PRGS,9/27/2018,"2.02, 9.01"
PRGS,1/17/2019,"2.02, 9.01"
PRGS,3/25/2019,"5.03, 9.01"
PRGS,3/28/2019,"2.02, 9.01"
PRGS,4/1/2019,"1.01, 7.01, 9.01"
PRGS,5/1/2019,"1.01, 1.02, 2.01, 2.03, 7.01, 9.01"
PRGS,5/9/2019,5.07
PRGS,6/24/2019,"5.02, 9.01"
PRGS,6/27/2019,"2.02, 9.01"
PRGS,9/26/2019,"2.02, 9.01"
PRGS,10/7/2019,5.02
PRGS,10/30/2019,"5.02, 7.01, 9.01"
PRGS,1/16/2020,"2.02, 9.01"
PRGS,1/17/2020,"5.02, 7.01, 9.01"
PRGS,3/26/2020,"2.02, 9.01"
PRGS,5/15/2020,5.07
PRGS,6/25/2020,"2.02, 7.01, 9.01"
PRGS,9/8/2020,"2.02, 7.01, 9.01"
PRGS,9/9/2020,"1.01, 7.01, 9.01"
PRGS,9/29/2020,"2.02, 7.01, 9.01"
PRGS,10/7/2020,"2.01, 2.03, 7.01, 9.01"
PRGS,1/14/2021,"2.02, 7.01, 9.01"
PRGS,3/25/2021,"2.02, 7.01, 9.01"
PRGS,4/7/2021,"8.01, 9.01"
PRGS,4/9/2021,"8.01, 9.01"
PRGS,4/13/2021,"1.01, 2.03, 3.02, 9.01"
PRGS,5/19/2021,5.07
PRGS,6/24/2021,"2.02, 7.01, 9.01"
PRGS,9/23/2021,"2.02, 7.01, 9.01"
PRGS,9/27/2021,"1.01, 7.01, 9.01"
PRGS,11/2/2021,"2.01, 2.03, 7.01, 9.01"
PRGS,1/18/2022,"2.02, 7.01, 9.01"
PRGS,1/27/2022,"1.01, 1.02, 2.03, 7.01, 9.01"
PRGS,3/10/2022,"2.02, 5.02"
PRGS,3/29/2022,"2.02, 7.01, 9.01"
PRGS,5/17/2022,"5.07, 8.01"
PRGS,6/28/2022,"2.02, 7.01, 9.01"
PRGS,9/26/2022,"5.02, 7.01, 9.01"
PRGS,9/27/2022,"2.02, 7.01, 9.01"
PRGS,12/19/2022,"8.01, 9.01"
PRI,2/11/2020,"2.02, 7.01, 9.01"
PRI,4/29/2020,"2.02, 7.01, 9.01"
PRI,5/14/2020,5.07
PRI,8/5/2020,"2.02, 7.01, 9.01"
PRI,11/4/2020,"2.02, 7.01, 9.01"
PRI,2/9/2021,"2.02, 7.01, 9.01"
PRI,4/19/2021,"1.01, 8.01, 9.01"
PRI,5/5/2021,"2.02, 7.01, 9.01"
PRI,5/13/2021,5.07
PRI,6/24/2021,"1.01, 2.03, 9.01"
PRI,7/1/2021,"1.01, 8.01, 9.01"
PRI,8/5/2021,"2.02, 7.01, 9.01"
PRI,11/8/2021,"2.02, 7.01, 9.01"
PRI,11/19/2021,"1.01, 2.03, 7.01, 8.01, 9.01"
PRI,2/14/2022,"2.02, 7.01, 9.01"
PRI,5/5/2022,"2.02, 7.01, 9.01"
PRI,5/12/2022,5.07
PRI,8/8/2022,"2.02, 7.01, 9.01"
PRI,11/8/2022,"2.02, 7.01, 9.01"
PRK,1/22/2018,"2.02, 7.01, 8.01, 9.01"
PRK,1/23/2018,"8.01, 9.01"
PRK,1/26/2018,"1.01, 9.01"
PRK,2/7/2018,"7.01, 9.01"
PRK,4/20/2018,"2.02, 7.01, 8.01, 9.01"
PRK,4/23/2018,"7.01, 8.01, 9.01"
PRK,4/24/2018,5.07
PRK,5/21/2018,"1.01, 2.03, 9.01"
PRK,6/14/2018,"8.01, 9.01"
PRK,6/28/2018,"1.01, 2.03, 9.01"
PRK,7/2/2018,"8.01, 9.01"
PRK,7/9/2018,"8.01, 9.01"
PRK,7/23/2018,"2.02, 7.01, 8.01, 9.01"
PRK,9/13/2018,"8.01, 9.01"
PRK,9/14/2018,"1.01, 9.01"
PRK,10/22/2018,"2.02, 7.01, 8.01, 9.01"
PRK,11/6/2018,"7.01, 9.01"
PRK,11/20/2018,"5.02, 9.01"
PRK,12/4/2018,"5.02, 9.01"
PRK,12/19/2018,8.01
PRK,1/15/2019,8.01
PRK,1/28/2019,"2.02, 5.02, 7.01, 8.01, 9.01"
PRK,2/13/2019,"7.01, 9.01"
PRK,4/1/2019,"8.01, 9.01"
PRK,4/19/2019,"2.02, 7.01, 8.01, 9.01"
PRK,4/22/2019,"7.01, 9.01"
PRK,4/23/2019,"5.02, 5.07, 9.01"
PRK,6/26/2019,"1.01, 2.03, 9.01"
PRK,7/22/2019,"2.02, 7.01, 8.01, 9.01"
PRK,10/28/2019,"2.02, 7.01, 8.01, 9.01"
PRK,11/13/2019,"7.01, 9.01"
PRK,12/5/2019,"5.02, 9.01"
PRK,1/27/2020,"2.02, 5.02, 7.01, 8.01, 9.01"
PRK,1/27/2020,"5.02, 9.01"
PRK,3/25/2020,"8.01, 9.01"
PRK,4/27/2020,"2.02, 7.01, 8.01, 9.01"
PRK,4/29/2020,5.07
PRK,6/18/2020,"1.01, 2.03, 9.01"
PRK,7/27/2020,"2.02, 7.01, 8.01, 9.01"
PRK,8/12/2020,"7.01, 9.01"
PRK,8/17/2020,7.01
PRK,10/26/2020,"2.02, 7.01, 8.01, 9.01"
PRK,11/9/2020,"7.01, 9.01"
PRK,11/18/2020,8.01
PRK,12/4/2020,8.01
PRK,12/11/2020,5.02
PRK,1/25/2021,"2.02, 7.01, 8.01, 9.01"
PRK,1/28/2021,5.02
PRK,4/23/2021,"2.02, 7.01, 8.01, 9.01"
PRK,4/26/2021,"7.01, 9.01"
PRK,4/26/2021,"5.02, 9.01"
PRK,4/27/2021,"5.02, 5.07"
PRK,7/9/2021,"5.02, 9.01"
PRK,7/26/2021,"2.02, 7.01, 8.01, 9.01"
PRK,7/30/2021,"5.02, 9.01"
PRK,8/3/2021,1.02
PRK,10/25/2021,"2.02, 7.01, 8.01, 9.01"
PRK,11/10/2021,"7.01, 9.01"
PRK,12/21/2021,"5.02, 8.01, 9.01"
PRK,1/18/2022,5.02
PRK,1/24/2022,"2.02, 7.01, 8.01, 9.01"
PRK,4/22/2022,"2.02, 7.01, 8.01, 9.01"
PRK,4/25/2022,"7.01, 9.01"
PRK,4/27/2022,"5.03, 5.07, 9.01"
PRK,7/25/2022,"2.02, 7.01, 8.01, 9.01"
PRK,8/10/2022,8.01
PRK,10/24/2022,"2.02, 7.01, 8.01, 9.01"
PRVA,5/27/2021,"2.02, 9.01"
PRVA,6/16/2021,"7.01, 9.01"
PRVA,6/30/2021,"5.02, 7.01, 9.01"
PRVA,8/9/2021,"2.02, 9.01"
PRVA,8/16/2021,"7.01, 9.01"
PRVA,8/30/2021,"1.01, 2.03, 9.01"
PRVA,11/8/2021,"2.02, 9.01"
PRVA,1/6/2022,"5.02, 7.01, 9.01"
PRVA,1/10/2022,"7.01, 9.01"
PRVA,1/31/2022,8.01
PRVA,3/22/2022,"2.02, 9.01"
PRVA,3/22/2022,"5.02, 9.01"
PRVA,3/31/2022,"5.02, 7.01, 9.01"
PRVA,5/12/2022,"2.02, 9.01"
PRVA,5/13/2022,5.07
PRVA,6/7/2022,"7.01, 9.01"
PRVA,6/27/2022,8.01
PRVA,7/1/2022,7.01
PRVA,8/11/2022,"2.02, 9.01"
PRVA,11/10/2022,"5.03, 9.01"
PRVA,11/10/2022,"2.02, 9.01"
PRVA,11/21/2022,"1.01, 9.01"
PUMP,1/29/2018,5.02
PUMP,2/27/2018,"1.01, 2.03, 8.01, 9.01"
PUMP,3/26/2018,"2.02, 9.01"
PUMP,5/8/2018,"2.02, 9.01"
PUMP,5/24/2018,5.02
PUMP,6/19/2018,5.07
PUMP,8/8/2018,"2.02, 9.01"
PUMP,11/6/2018,"2.02, 9.01"
PUMP,11/14/2018,"7.01, 9.01"
PUMP,12/21/2018,"1.01, 2.03, 8.01, 9.01"
PUMP,1/22/2019,"2.02, 7.01, 9.01"
PUMP,2/11/2019,"1.01, 5.02"
PUMP,2/26/2019,"2.02, 9.01"
PUMP,5/8/2019,"2.02, 7.01, 9.01"
PUMP,6/19/2019,"5.03, 5.07, 9.01"
PUMP,6/28/2019,"8.01, 9.01"
PUMP,7/12/2019,"1.01, 5.02, 9.01"
PUMP,7/2/2020,"7.01, 9.01"
